bait	prey	source
sll1818	slr1991	string
sll1805	ssl3437	string
sll1787	ssl2982	string
sll1787	slr1991	string
sll1776	slr0943	string
sll1758	ssl2153	string
sll1758	slr1367	string
sll1758	slr1349	string
sll1758	slr1176	string
sll1758	slr0983	string
sll1733	slr0095	string
sll1733	sll1967	string
sll1732	slr0095	string
sll1732	sll1967	string
sll1721	slr2088	string
sll1721	slr1556	string
sll1721	slr0721	string
sll1721	slr0435	string
sll1721	slr0301	string
sll1721	slr0186	string
sll1721	sll1981	string
sll1713	ssr1720	string
sll1713	slr1031	string
sll1713	slr0090	string
sll1688	slr2072	string
sll1682	slr0301	string
sll1671	slr0032	string
sll1671	sll1683	string
sll1655	slr2001	string
sll1655	sll2009	string
sll1655	sll2008	string
sll1647	slr0032	string
sll1647	sll1683	string
sll1647	sll1671	string
sll1641	slr1746	string
sll1641	slr1720	string
sll1641	slr1476	string
sll1641	slr1269	string
sll1641	slr0288	string
sll1641	slr0091	string
sll1641	slr0036	string
sll1633	sll2010	string
sll1625	slr0370	string
sll1564	slr2132	string
sll1564	slr1993	string
sll1564	slr1934	string
sll1564	slr1096	string
sll1564	slr0435	string
sll1564	slr0032	string
sll1564	sll1841	string
sll1564	sll1721	string
sll1561	slr2079	string
sll1561	slr1756	string
sll1561	slr1746	string
sll1561	slr0288	string
sll1561	slr0036	string
sll1561	sll1641	string
sll1559	slr0942	string
sll1559	sll1671	string
sll1559	sll1647	string
sll1558	slr2074	string
sll1558	slr1334	string
sll1558	slr1072	string
sll1558	slr0493	string
sll1556	slr0348	string
sll1553	slr0036	string
sll1553	sll1958	string
sll1553	sll1713	string
sll1546	slr1325	string
sll1545	slr1992	string
sll1545	slr1269	string
sll1545	slr1238	string
sll1545	slr1171	string
sll1525	ssl2153	string
sll1525	slr0194	string
sll1525	slr0012	string
sll1525	slr0009	string
sll1522	slr1672	string
sll1522	slr0495	string
sll1502	slr2079	string
sll1502	slr1746	string
sll1502	slr1691	string
sll1502	slr0288	string
sll1502	slr0213	string
sll1502	sll1641	string
sll1501	sll1890	string
sll1499	slr2079	string
sll1499	slr0288	string
sll1498	slr2079	string
sll1498	slr1756	string
sll1498	slr1691	string
sll1498	slr0288	string
sll1498	sll1502	string
sll1496	slr2074	string
sll1496	slr1334	string
sll1496	slr1072	string
sll1496	slr0493	string
sll1468	slr0088	string
sll1443	ssl2982	string
sll1443	sll1818	string
sll1443	sll1787	string
sll1430	slr1123	string
sll1425	slr0661	string
sll1425	sll1561	string
sll1370	sll1558	string
sll1370	sll1496	string
sll1362	slr0032	string
sll1360	slr0707	string
sll1360	sll1852	string
sll1356	slr0983	string
sll1356	sll1758	string
sll1349	slr0012	string
sll1349	slr0009	string
sll1299	slr0091	string
sll1282	slr1882	string
sll1258	ssl2982	string
sll1258	slr0707	string
sll1258	slr0446	string
sll1258	sll1852	string
sll1258	sll1818	string
sll1258	sll1787	string
sll1258	sll1360	string
sll1249	slr1164	string
sll1249	slr0591	string
sll1249	slr0091	string
sll1249	sll1852	string
sll1249	sll1641	string
sll1234	slr0214	string
sll1234	slr0095	string
sll1234	sll1967	string
sll1223	slr2009	string
sll1223	slr2007	string
sll1223	slr0095	string
sll1223	sll1967	string
sll1223	sll1733	string
sll1223	sll1732	string
sll1221	slr2009	string
sll1221	slr2007	string
sll1221	slr0095	string
sll1221	sll1967	string
sll1220	slr2009	string
sll1220	slr2007	string
sll1220	slr0095	string
sll1220	sll1967	string
sll1212	sll1558	string
sll1212	sll1496	string
sll1172	slr2072	string
sll1161	ssl2982	string
sll1161	sll1852	string
sll1161	sll1818	string
sll1161	sll1787	string
sll1121	slr1626	string
sll1121	slr0920	string
sll1121	slr0787	string
sll1121	slr0426	string
sll1121	slr0078	string
sll1112	slr0752	string
sll1108	slr1882	string
sll1108	sll1869	string
sll1108	sll1282	string
sll1085	sll1522	string
sll1076	slr1626	string
sll1076	slr0920	string
sll1076	slr0787	string
sll1076	slr0426	string
sll1076	slr0078	string
sll1076	sll1121	string
sll1070	slr2094	string
sll1070	slr0943	string
sll1070	slr0783	string
sll1070	sll1758	string
sll1059	slr0591	string
sll1059	sll1852	string
sll1059	sll1430	string
sll1058	sll1671	string
sll1058	sll1647	string
sll1043	ssl2982	string
sll1043	slr1325	string
sll1043	slr1164	string
sll1043	slr1123	string
sll1043	slr0591	string
sll1043	sll1852	string
sll1043	sll1815	string
sll1043	sll1249	string
sll1043	sll1059	string
sll1035	slr0361	string
sll1027	slr2079	string
sll1027	slr1746	string
sll1027	slr1691	string
sll1027	slr0710	string
sll1027	slr0288	string
sll1027	slr0213	string
sll1027	sll1641	string
sll1027	sll1561	string
sll1019	slr1556	string
sll0990	slr1672	string
sll0990	slr0381	string
sll0990	sll1987	string
sll0927	slr0214	string
sll0927	slr0095	string
sll0927	sll1967	string
sll0920	slr0036	string
sll0899	slr0624	string
sll0892	slr1720	string
sll0892	slr1476	string
sll0892	slr0585	string
sll0892	slr0091	string
sll0892	slr0036	string
sll0892	sll1823	string
sll0892	sll1249	string
sll0891	slr0036	string
sll0838	sll1035	string
sll0829	slr2009	string
sll0829	slr2007	string
sll0829	slr1281	string
sll0829	slr1280	string
sll0829	slr1279	string
sll0829	slr0844	string
sll0829	slr0357	string
sll0829	slr0261	string
sll0829	slr0095	string
sll0829	sll1987	string
sll0829	sll1967	string
sll0829	sll1733	string
sll0829	sll1732	string
sll0829	sll1234	string
sll0829	sll1223	string
sll0829	sll1221	string
sll0829	sll1220	string
sll0829	sll0927	string
sll0823	slr0370	string
sll0784	sll0828	string
sll0757	slr2079	string
sll0757	slr1756	string
sll0757	slr0288	string
sll0757	sll1502	string
sll0757	sll1027	string
sll0728	slr2132	string
sll0728	slr1993	string
sll0728	slr1934	string
sll0728	slr1096	string
sll0728	slr0186	string
sll0728	sll1841	string
sll0728	sll1721	string
sll0728	sll1564	string
sll0726	ssl2153	string
sll0726	slr1367	string
sll0726	slr1176	string
sll0726	slr0983	string
sll0726	slr0194	string
sll0726	sll1758	string
sll0726	sll1356	string
sll0726	sll1070	string
sll0726	sll0899	string
sll0712	slr0958	string
sll0712	slr0036	string
sll0672	slr1626	string
sll0672	slr0920	string
sll0672	slr0787	string
sll0672	slr0426	string
sll0672	slr0078	string
sll0672	sll1121	string
sll0660	sll1688	string
sll0660	sll1172	string
sll0646	ssl2982	string
sll0646	sll1852	string
sll0646	sll1818	string
sll0646	sll1787	string
sll0635	slr1787	string
sll0631	slr1720	string
sll0631	slr1476	string
sll0631	slr0585	string
sll0631	sll1823	string
sll0631	sll1641	string
sll0631	sll0892	string
sll0593	sll1758	string
sll0593	sll0726	string
sll0573	slr0899	string
sll0573	slr0898	string
sll0573	sll1498	string
sll0544	slr0707	string
sll0544	slr0446	string
sll0544	sll1852	string
sll0544	sll1360	string
sll0544	sll1258	string
sll0542	slr1934	string
sll0542	slr1096	string
sll0542	slr0091	string
sll0542	sll1721	string
sll0542	sll1564	string
sll0521	slr2009	string
sll0521	slr2007	string
sll0521	slr0095	string
sll0521	sll1967	string
sll0521	sll0829	string
sll0520	slr2009	string
sll0520	slr2007	string
sll0520	slr0095	string
sll0520	sll1967	string
sll0520	sll0829	string
sll0519	slr0095	string
sll0519	sll1967	string
sll0519	sll0829	string
sll0504	slr0528	string
sll0480	ssr1720	string
sll0480	slr2081	string
sll0480	slr2079	string
sll0480	slr1842	string
sll0480	slr1756	string
sll0480	slr1746	string
sll0480	slr1720	string
sll0480	slr1031	string
sll0480	slr0958	string
sll0480	slr0585	string
sll0480	slr0288	string
sll0480	slr0090	string
sll0480	slr0036	string
sll0480	sll1823	string
sll0480	sll1641	string
sll0480	sll1561	string
sll0480	sll1553	string
sll0480	sll0920	string
sll0480	sll0892	string
sll0480	sll0891	string
sll0480	sll0712	string
sll0469	ssl2153	string
sll0469	slr0194	string
sll0469	sll1758	string
sll0469	sll1054	string
sll0469	sll0726	string
sll0455	slr0550	string
sll0454	slr0036	string
sll0454	sll1958	string
sll0454	sll1713	string
sll0454	sll0480	string
sll0422	slr1720	string
sll0422	slr1476	string
sll0422	slr0898	string
sll0422	slr0585	string
sll0422	slr0036	string
sll0422	sll1641	string
sll0422	sll0892	string
sll0422	sll0631	string
sll0422	sll0495	string
sll0422	sll0480	string
sll0404	sll1349	string
sll0402	ssr1720	string
sll0402	slr2081	string
sll0402	slr2079	string
sll0402	slr1842	string
sll0402	slr1756	string
sll0402	slr1746	string
sll0402	slr1720	string
sll0402	slr1476	string
sll0402	slr1031	string
sll0402	slr0958	string
sll0402	slr0585	string
sll0402	slr0288	string
sll0402	sll1823	string
sll0402	sll1641	string
sll0402	sll1561	string
sll0402	sll1553	string
sll0402	sll0920	string
sll0402	sll0891	string
sll0402	sll0712	string
sll0402	sll0480	string
sll0402	sll0454	string
sll0402	sll0422	string
sll0370	slr2079	string
sll0370	slr1691	string
sll0370	slr0288	string
sll0370	sll1502	string
sll0370	sll1027	string
sll0370	sll0573	string
sll0368	slr1237	string
sll0368	sll1249	string
sll0368	sll1035	string
sll0362	slr0827	string
sll0336	slr2132	string
sll0336	slr1993	string
sll0336	slr1934	string
sll0336	slr1096	string
sll0336	slr0186	string
sll0336	sll1841	string
sll0336	sll1721	string
sll0336	sll1564	string
sll0336	sll0542	string
sll0300	sll1108	string
sll0244	slr0983	string
sll0223	slr0095	string
sll0223	sll1967	string
sll0223	sll0829	string
sll0220	slr2079	string
sll0220	slr1756	string
sll0220	slr1691	string
sll0220	slr0288	string
sll0220	sll1027	string
sll0220	sll0757	string
sll0207	slr1078	string
sll0207	sll0726	string
sll0179	slr2079	string
sll0179	slr1808	string
sll0179	slr1756	string
sll0179	slr1746	string
sll0179	slr0710	string
sll0179	slr0288	string
sll0179	slr0036	string
sll0179	sll1641	string
sll0179	sll1561	string
sll0179	sll1502	string
sll0179	sll1027	string
sll0179	sll0402	string
sll0171	slr0898	string
sll0171	slr0597	string
sll0171	slr0477	string
sll0171	slr0212	string
sll0171	slr0070	string
sll0107	slr0036	string
sll0107	sll0480	string
sll0107	sll0404	string
sll0107	sll0402	string
sll0078	sll1688	string
sll0078	sll1172	string
sll0070	slr0212	string
sll0070	slr0070	string
sll0070	sll0171	string
sll0067	slr1992	string
sll0067	slr1269	string
sll0067	slr1238	string
sll0065	slr1934	string
sll0065	sll1721	string
sll0045	slr1299	string
sll0027	slr0095	string
sll0027	sll1967	string
sll0027	sll1223	string
sll0027	sll0829	string
sll0026	slr0095	string
sll0026	sll1967	string
sll0026	sll1223	string
sll0026	sll0829	string
sll0018	slr0943	string
sll0018	sll1776	string
sll0016	slr0534	string
Q55207	slr2082	string
slr1136	slr2082	string
slr0737	slr1834	string
sll2010	slr1874	string
sll1805	sll1806	string
sll1803	ssl3432	string
sll1802	ssl3437	string
sll1317	slr0343	string
sll1098	sll1099	string
slr0041	slr0044	string
sll1639	slr1256	string
sll1327	slr1330	string
sll1101	sll1802	string
sll1813	sll1816	string
sll1805	ssl3432	string
sll1800	ssl3437	string
sll1799	sll1804	string
sll1096	sll1098	string
smr0007	ssr3451	string
slr0977	slr0982	string
slr0906	smr0007	string
sll1223	sll1454	string
sll1633	slr1874	string
sll1099	ssl3437	string
ssl2598	ssr3451	string
slr0977	slr2108	string
slr0543	slr1979	string
sll1097	sll1804	string
sll0764	slr1200	string
sll1101	ssl3432	string
sll0797	sll0798	string
sll0427	slr0906	string
slr0452	slr2072	string
sll1816	sll1818	string
sll1812	sll1814	string
sll1742	sll1787	string
sll0657	sll1144	string
sll0427	sll0851	string
slr0610	slr1174	string
sll1807	sll1808	string
sll1362	slr1366	string
sll0207	sll1395	string
Q55207	slr2083	string
slr1834	ssr2831	string
slr1835	ssr2831	string
slr0252	slr0969	string
sll1802	sll1806	string
sll1799	sll1801	string
sll1270	slr1735	string
sll0897	sll1670	string
sll0080	sll0902	string
slr1159	slr1226	string
slr0917	slr1364	string
sll0902	slr1476	string
slr0531	slr1202	string
sll1812	sll1816	string
sll1804	ssl3437	string
sll1801	ssl3432	string
sll1101	sll1812	string
sll0017	slr0536	string
slr0969	slr1538	string
slr0447	slr1201	string
slr0041	slr0043	string
sll1808	sll1813	string
sll1744	sll1809	string
sll1605	slr0776	string
sll1574;sll1575	sll1771	string
sll0146	slr0467	string
sll0041	sll0043	string
slr1368	slr1538	string
sll1803	sll1805	string
sll0108	ssl0707	string
slr1317	slr1318	string
slr1174	slr1901	string
slr0447	slr1200	string
sll1810	sll1816	string
slr1655	slr1835	string
slr0949	slr1881	string
sll1802	sll1808	string
sll1801	sll1804	string
sll1799	sll1803	string
sll0916	slr0239	string
sll0848	sll1277	string
slr1655	slr1834	string
sll1508	sll1633	string
sll1363	slr1517	string
slr0074	slr0077	string
sll1802	sll1810	string
sll1801	sll1805	string
sll0819	slr1834	string
slr1136	slr1138	string
sll1801	sll1803	string
sll1501	slr1879	string
sll0767	slr0974	string
sll0379	slr0776	string
sll0166	sll1994	string
slr1498	ssl3580	string
slr1368	slr1879	string
slr0661	slr2035	string
sll1799	ssl3432	string
sll0754	slr0743	string
sll0401	slr1289	string
slr0721	slr2132	string
sll1323	sll1326	string
sll0819	slr1835	string
sll0146	slr1881	string
slr0966	slr1979	string
slr0618	slr0969	string
sll1808	sll1816	string
sll1803	ssl3437	string
sll1799	sll1821	string
sll1508	slr0015	string
sll0849	slr0906	string
sll0469	sll0899	string
slr0958	slr1348	string
slr0467	slr0949	string
sll0078	slr0974	string
slr0018	slr1133	string
sll1804	sll1810	string
sll1801	ssl3437	string
sll1799	sll1809	string
sll1432	slr1498	string
sll1249	slr1356	string
sll1144	sll1833	string
sll1097	sll1260	string
slr0724	slr0725	string
slr0610	slr1901	string
sll1806	sll1814	string
sll1746	sll1808	string
sll1097	ssl3432	string
sll0680	sll0682	string
slr1219	slr1899	string
sll1810	sll1814	string
sll1805	sll1809	string
sll1768	slr0324	string
sll0916	slr1538	string
sll0574	sll0575	string
sll0099	slr1879	string
slr1656	slr1874	string
slr0322	slr1044	string
slr0076	slr0077	string
sll1262	slr1623	string
sll1101	sll1805	string
sll0900	sll1958	string
sll0146	slr0949	string
sll1813	sll1819	string
sll0680	slr1248	string
sll0378	slr1791	string
sll0312	slr0324	string
slr1517	slr2088	string
sll1818	slr0469	string
sll1294	slr0322	string
sll1244	ssr1399	string
sll0901	slr0477	string
slr0457	ssl1784	string
sll1809	slr0628	string
sll1744	sll1812	string
sll1501	slr0239	string
smr0007	smr0008	string
sll0336	sll1612	string
slr1329	slr1330	string
slr0040	slr0041	string
sll1324	sll1325	string
sll0680	slr1249	string
sll0373	slr0661	string
sll1812	slr0628	string
sll1806	ssl3437	string
sll1750	slr1899	string
sll1317	ssl2598	string
sll1101	sll1800	string
sll0289	sll1633	string
sll0084	slr0500	string
sll1806	sll1807	string
sll0660	sll0708	string
sll0099	slr0969	string
slr0015	slr1130	string
sll1342	slr0394	string
sll1294	slr0073	string
sll1097	sll1787	string
sll0754	slr0744	string
sll0379	sll1605	string
slr0744	ssl1784	string
slr0239	slr1538	string
sll0901	slr0520	string
sll0207	slr1933	string
slr1453	slr1455	string
slr0783	slr1945	string
sll1821	slr1678	string
sll1810	sll1811	string
sll1806	ssl3432	string
sll1101	sll1803	string
sll1099	sll1743	string
slr0426	slr1626	string
sll1803	sll1809	string
sll1079	slr1498	string
sll1432	sll1462	string
sll0901	slr0597	string
sll0420	slr1899	string
sll0312	sll0833	string
sll1101	sll1801	string
sll0838	slr1476	string
slr0737	ssl0563	string
sll1987	slr0536	string
sll1144	slr0528	string
slr0559	slr0949	string
sll1758	slr2026	string
sll1713	slr0618	string
sll1811	sll1812	string
sll1809	sll1816	string
sll1807	sll1812	string
sll0575	slr0977	string
sll1802	sll1809	string
sll1776	slr0783	string
sll0757	slr0477	string
sll0374	slr1201	string
sll1809	sll1814	string
sll1804	sll1811	string
sll1721	slr1849	string
sll1639	slr1899	string
sll1501	slr1538	string
slr0523	slr0917	string
sll1322	ssl2615	string
sll1144	slr1351	string
sll1018	sll1498	string
sll0848	slr0833	string
slr1453	slr1454	string
slr1043	slr1044	string
sll0813	slr1137	string
slr1248	slr1249	string
slr0053	slr0321	string
sll1110	slr1808	string
sll0467	sll0613	string
slr1454	slr1455	string
sll1056	slr1159	string
sll0681	sll0682	string
slr1469	slr1470	string
slr0865	slr1303	string
sll1820	slr0457	string
sll1802	sll1813	string
sll0901	sll1056	string
sll1805	ssr2799	string
sll1803	sll1810	string
sll1633	slr0528	string
sll1633	sll1833	string
sll1102	slr1962	string
sll1080	sll1081	string
sll0849	smr0006	string
sll0635	slr0118	string
slr0073	slr1044	string
sll1819	slr0469	string
sll1612	slr0557	string
sll1101	sll1799	string
sll0378	slr0963	string
slr0528	slr1874	string
sll1144	sll2010	string
sll1110	sll1237	string
sll1039	sll1233	string
sll0535	slr0164	string
sll0146	slr0559	string
Q55207	sll1898	string
slr1856	slr1860	string
sll1807	ssl3437	string
sll1144	slr1656	string
sll1099	slr1463	string
sll0613	sll0896	string
sll0078	sll0767	string
slr0063	slr1277	string
sll1810	ssl3437	string
sll1809	sll1817	string
sll0849	ssr3451	string
sll0849	smr0007	string
sll0813	slr2082	string
sll0335	sll1233	string
sll0322	sll1432	string
smr0006	smr0008	string
sll1813	ssl3437	string
sll1103	slr1962	string
sll0681	slr1247	string
sll0080	slr1133	string
slr1256	slr1899	string
slr1224	slr1723	string
slr0457	slr0743	string
sll1806	sll1813	string
sll1326	ssl3437	string
sll0574	slr0982	string
slr1247	slr1248	string
sll1810	sll1817	string
sll1322	sll1325	string
sll0574	slr2108	string
sll0368	sll1018	string
slr1672	slr2057	string
slr0186	slr2088	string
sll1799	slr0628	string
sll1501	slr0969	string
sll0613	slr0989	string
slr0239	slr0252	string
sll1097	sll1101	string
sll0404	sll1831	string
slr0520	slr0597	string
sll1818	ssl3441	string
sll1810	sll1812	string
sll1805	sll1807	string
sll0427	sll0849	string
sll0374	slr1200	string
slr1879	slr1925	string
slr1247	slr1249	string
sll1814	slr0469	string
sll1808	sll1817	string
sll1096	sll1805	string
sll0631	slr0936	string
slr0969	slr1467	string
slr0969	slr1368	string
sll0849	ssl2598	string
sll0247	sml0008	string
slr0861	slr1348	string
sll1809	sll1818	string
sll1326	ssl3441	string
sll1746	ssl3441	string
sll1746	sll1810	string
sll1260	sll1744	string
slr1467	slr1879	string
sll1812	sll1813	string
sll1809	sll1811	string
sll1808	sll1818	string
sll1639	sll1750	string
sll0454	sll0767	string
slr0053	slr0054	string
sll1099	sll1746	string
sll1096	slr1463	string
sll0784	sll0785	string
slr1133	slr1898	string
slr0747	slr1723	string
slr0618	slr0636	string
sll1808	ssl3437	string
sll1806	slr0628	string
sll0759	sll0760	string
sll0427	sll1418	string
sll0379	slr1130	string
sll0764	slr0447	string
sll0370	sll1018	string
smr0008	ssr3451	string
slr2008	slr2012	string
slr0457	slr1882	string
slr0239	slr1368	string
sll1810	sll1821	string
sll1804	sll1807	string
sll1800	sll1810	string
sll1144	slr1423	string
sll0865	sll1522	string
sll0735	sll1971	string
sll0420	sll1639	string
sll0379	sll0899	string
slr0520	slr1159	string
slr0519	slr1226	string
